title,year,certificate,duration,genre,rating,description,stars,votes,country,show_id,director,type
The Stranger,(II) (2022),R,117 min,"Crime, Drama, Thriller",7.4,"Two men who meet on a plane and strike up a conversation that turns into friendship. For Henry Teague, worn down by a lifetime of physical labour and crime, this is a dream come true.","['Thomas M. Wright', '| ', '    Stars:', 'Joel Edgerton, ', 'Sean Harris, ', 'Matthew Sunderland, ', 'Ewen Leslie']",85,United States,s608,Bryan Bertino,Movie
Marriage Story,(2019),R,137 min,"Drama, Romance",7.9,Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,"['Noah Baumbach', '| ', '    Stars:', 'Adam Driver, ', 'Scarlett Johansson, ', 'Julia Greer, ', 'Azhy Robertson']","303,984","United Kingdom, United States",s3170,Noah Baumbach,Movie
Hell or High Water,(II) (2016),R,102 min,"Crime, Drama, Thriller",7.6,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,"['David Mackenzie', '| ', '    Stars:', 'Chris Pine, ', 'Ben Foster, ', 'Jeff Bridges, ', 'Gil Birmingham']","229,943",United States,s6957,David Mackenzie,Movie
Army of the Dead,(2021),R,148 min,"Action, Crime, Horror",5.7,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble, venturing into the quarantine zone to pull off the greatest heist ever attempted.","['Zack Snyder', '| ', '    Stars:', 'Dave Bautista, ', 'Ella Purnell, ', 'Ana de la Reguera, ', 'Omari Hardwick']","171,262",United States,s854,Zack Snyder,Movie
Rosemary's Baby,(1968),Approved,137 min,"Drama, Horror",8.0,"A young couple trying for a baby moves into an aging, ornate apartment building on Central Park West, where they find themselves surrounded by peculiar neighbors.","['Roman Polanski', '| ', '    Stars:', 'Mia Farrow, ', 'John Cassavetes, ', 'Ruth Gordon, ', 'Sidney Blackmer']","215,114",United States,s7895,Roman Polanski,Movie
Mars Attacks!,(1996),PG-13,106 min,"Comedy, Sci-Fi",6.4,Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.,"['Tim Burton', '| ', '    Stars:', 'Jack Nicholson, ', 'Pierce Brosnan, ', 'Sarah Jessica Parker, ', 'Annette Bening']","227,173",United States,s162,Tim Burton,Movie
Monty Python and the Holy Grail,(1975),PG,91 min,"Adventure, Comedy, Fantasy",8.2,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.","['Terry Gilliam, ', 'Terry Jones', '| ', '    Stars:', 'Graham Chapman, ', 'John Cleese, ', 'Eric Idle, ', 'Terry Gilliam']","538,546",United Kingdom,s4218,"Terry Gilliam, Terry Jones",Movie
The Old Guard,(2020),R,125 min,"Action, Thriller",6.6,A covert team of immortal mercenaries is suddenly exposed and must now fight to keep their identity a secret just as an unexpected new member is discovered.,"['Gina Prince-Bythewood', '| ', '    Stars:', 'Charlize Theron, ', 'KiKi Layne, ', 'Matthias Schoenaerts, ', 'Marwan Kenzari']","162,921",United States,s2251,Gina Prince-Bythewood,Movie
The Babysitter,(I) (2017),TV-MA,85 min,"Comedy, Horror",6.3,"When Cole stays up past his bedtime, he discovers that his hot baby sitter belongs to a satanic cult that will stop at nothing to keep him quiet.","['McG', '| ', '    Stars:', 'Judah Lewis, ', 'Samara Weaving, ', 'Robbie Amell, ', 'Hana Mae Lee']","92,479",United States,s5227,McG,Movie
Outlaw King,(2018),R,121 min,"Action, Biography, Drama",6.9,A true David vs. Goliath story of how the 14th century Scottish 'Outlaw King' Robert the Bruce used cunning and bravery to defeat the much larger and better equipped occupying English army.,"['David Mackenzie', '| ', '    Stars:', 'Chris Pine, ', 'Stephen Dillane, ', 'Rebecca Robin, ', 'Billy Howle']","71,960","United Kingdom, United States",s4405,David Mackenzie,Movie
Extraction,(2020),R,116 min,"Action, Thriller",6.7,"Tyler Rake, a fearless black market mercenary, embarks on the most deadly extraction of his career when he's enlisted to rescue the kidnapped son of an imprisoned international crime lord.","['Sam Hargrave', '| ', '    Stars:', 'Chris Hemsworth, ', 'Bryon Lerum, ', 'Ryder Lerum, ', 'Rudhraksh Jaiswal']","200,239","United States, United Kingdom, Canada",s142,Steven C. Miller,Movie
Bird Box,(2018),R,124 min,"Horror, Mystery, Sci-Fi",6.6,"Five years after an ominous unseen presence drives most of society to suicide, a mother and her two children make a desperate bid to reach safety.","['Susanne Bier', '| ', '    Stars:', 'Sandra Bullock, ', 'Trevante Rhodes, ', 'John Malkovich, ', 'Sarah Paulson']","336,633",United States,s4269,Susanne Bier,Movie
The Karate Kid,(2010),PG,140 min,"Action, Drama, Family",6.2,"Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master.","['Harald Zwart', '| ', '    Stars:', 'Jackie Chan, ', 'Jaden Smith, ', 'Taraji P. Henson, ', 'Wenwen Han']","183,166",United States,s602,John G. Avildsen,Movie
Shot Caller,(2017),R,121 min,"Crime, Drama, Thriller",7.3,A newly released prisoner is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,"['Ric Roman Waugh', '| ', '    Stars:', 'Nikolaj Coster-Waldau, ', 'Omari Hardwick, ', 'Lake Bell, ', 'Jon Bernthal']","86,482",United States,s3236,Ric Roman Waugh,Movie
The Lincoln Lawyer,(2011),R,118 min,"Crime, Drama, Mystery",7.3,A lawyer defending a wealthy man begins to believe his client is guilty of more than just one crime.,"['Brad Furman', '| ', '    Stars:', 'Matthew McConaughey, ', 'Marisa Tomei, ', 'Ryan Phillippe, ', 'William H. Macy']","238,378",United States,s356,Brad Furman,Movie
Doom,(2005),R,105 min,"Action, Horror, Sci-Fi",5.2,Space Marines are sent to investigate strange events at a research facility on Mars but find themselves at the mercy of genetically enhanced killing machines.,"['Andrzej Bartkowiak', '| ', '    Stars:', 'Karl Urban, ', 'Rosamund Pike, ', 'Dwayne Johnson, ', 'Deobia Oparei']","113,934","United Kingdom, Czech Republic, Germany, United States",s6635,Andrzej Bartkowiak,Movie
A Walk to Remember,(2002),PG,101 min,"Drama, Romance",7.3,"Two North Carolina teens, Landon Carter and Jamie Sullivan, are thrown together after Landon gets into trouble and is sentenced to perform community service.","['Adam Shankman', '| ', '    Stars:', 'Mandy Moore, ', 'Shane West, ', 'Peter Coyote, ', 'Daryl Hannah']","211,211",United States,s6063,Adam Shankman,Movie
Kingdom,(2019– ),TV-MA,45 min,"Action, Drama, Horror",8.3,"While strange rumors about their ill King grip a kingdom, the crown prince becomes their only hope against a mysterious plague overtaking the land.","['Ju Ji-Hoon, ', 'Bae Doona, ', 'Kim Sungkyu, ', 'Kim Hye-jun']","45,888","South Korea, United States",s2822,Kim Seong-hun,TV Show
The Call,(2020),TV-MA,112 min,"Crime, Horror, Mystery",7.1,"Two people live in different times. Seo-Yeon lives in the present and Young-Sook lives in the past. One phone call connects the two, and their lives are changed irrevocably.","['Chung-Hyun Lee', '| ', '    Stars:', 'Park Shin-Hye, ', 'Jeon Jong-seo, ', 'Kim Sung-ryung, ', 'Lee El']","32,424",South Korea,s1644,Lee Chung-hyun,Movie
The Ritual,(I) (2017),TV-MA,94 min,"Horror, Mystery, Thriller",6.3,"A group of old college friends reunite for a trip to a forest in Sweden, Northern Europe, but encounter a menacing presence there stalking them.","['David Bruckner', '| ', '    Stars:', 'Rafe Spall, ', 'Arsher Ali, ', 'Robert James-Collier, ', 'Sam Troughton']","99,253","United Kingdom, Canada",s5043,David Bruckner,Movie
Hairspray,(2007),PG,117 min,"Comedy, Drama, Musical",6.7,Pleasantly plump teenager Tracy Turnblad teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.,"['Adam Shankman', '| ', '    Stars:', 'John Travolta, ', 'Queen Latifah, ', 'Nikki Blonsky, ', 'Michelle Pfeiffer']","130,694","United States, United Kingdom, Canada",s6910,Adam Shankman,Movie
"Extremely Wicked, Shockingly Evil and Vile",(2019),R,110 min,"Biography, Crime, Drama",6.7,"A chronicle of the crimes of Ted Bundy from the perspective of Liz, his longtime girlfriend, who refused to believe the truth about him for years.","['Joe Berlinger', '| ', '    Stars:', 'Lily Collins, ', 'Zac Efron, ', 'Angela Sarafyan, ', 'Sydney Vollmer']","93,449",United States,s3864,Joe Berlinger,Movie
Newness,(2017),Unrated,117 min,"Drama, Romance",6.3,"In contemporary Los Angeles, two millennials navigating a social media-driven hookup culture begin a relationship that pushes both emotional and physical boundaries.","['Drake Doremus', '| ', '    Stars:', 'Nicholas Hoult, ', 'Laia Costa, ', 'Danny Huston, ', 'Courtney Eaton']","16,901",United States,s5054,Drake Doremus,Movie
Hush,(I) (2016),R,82 min,"Horror, Thriller",6.6,A deaf and mute writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears at her window.,"['Mike Flanagan', '| ', '    Stars:', 'John Gallagher Jr., ', 'Kate Siegel, ', 'Michael Trucco, ', 'Samantha Sloyan']","132,650",United States,s5853,Mike Flanagan,Movie
Kill Bill: Vol. 2,(2004),R,137 min,"Action, Crime, Thriller",8.0,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.","['Quentin Tarantino', '| ', '    Stars:', 'Uma Thurman, ', 'David Carradine, ', 'Michael Madsen, ', 'Daryl Hannah']","749,653",United States,s7199,Quentin Tarantino,Movie
The Woman in the Window,(2021),R,100 min,"Crime, Drama, Mystery",5.7,"An agoraphobic woman living alone in New York begins spying on her new neighbors, only to witness a disturbing act of violence.","['Joe Wright', '| ', '    Stars:', 'Amy Adams, ', 'Gary Oldman, ', 'Anthony Mackie, ', 'Fred Hechinger']","74,469",United States,s890,Joe Wright,Movie
The Starling,(2021),PG-13,102 min,"Comedy, Drama",6.3,"After Lilly suffers a loss, a combative Starling takes nest beside her quiet home. The feisty bird taunts and attacks the grief-stricken Lilly. On her journey to expel the Starling, she rediscovers her will to live and capacity for love.","['Theodore Melfi', '| ', '    Stars:', 'Melissa McCarthy, ', ""Chris O'Dowd, "", 'Kevin Kline, ', 'Timothy Olyphant']","13,097",United States,s10,Theodore Melfi,Movie
Between Two Ferns: The Movie,(2019),TV-MA,82 min,Comedy,6.1,Zach Galifianakis and his oddball crew take a road trip to complete a series of high-profile celebrity interviews.,"['Scott Aukerman', '| ', '    Stars:', 'Zach Galifianakis, ', 'Matthew McConaughey, ', 'Rekha Shankar, ', 'Olivia Mekdara']","32,734",United States,s3501,Scott Aukerman,Movie
Aftermath,(IV) (2021),TV-MA,114 min,"Drama, Horror, Mystery",5.3,"A young couple struggling to stay together, when they are offered an amazing deal on a home with a questionable past that would normally be beyond their means. In a final attempt to start fresh as a couple they take the deal.","['Peter Winther', '| ', '    Stars:', 'Ashley Greene, ', 'Shawn Ashmore, ', 'Jason Liles, ', 'Britt Baron']","16,046",United States,s308,Peter Winther,Movie
The Dirt,(2019),TV-MA,107 min,"Biography, Comedy, Drama",6.9,"Based on the bestselling autobiography from Mötley Crüe, the film is an unflinching tale of success and excess as four misfits rise from the streets of Hollywood to the heights of international fame.","['Jeff Tremaine', '| ', '    Stars:', 'Douglas Booth, ', 'Iwan Rheon, ', 'Colson Baker, ', 'Daniel Webber']","49,568",United States,s3986,Jeff Tremaine,Movie
I Care a Lot,(2020),R,118 min,"Comedy, Crime, Drama",6.3,A crooked legal guardian who drains the savings of her elderly wards meets her match when a woman she tries to swindle turns out to be more than she first appears.,"['J Blakeson', '| ', '    Stars:', 'Rosamund Pike, ', 'Peter Dinklage, ', 'Eiza González, ', 'Dianne Wiest']","131,838","United Kingdom, United States",s1291,J Blakeson,Movie
Security,(I) (2017),R,88 min,"Action, Crime, Thriller",5.7,A security guard protects an eleven year-old girl who is being targeted by a gang for participating as a trial witness.,"['Alain Desrochers', '| ', '    Stars:', 'Antonio Banderas, ', 'Ben Kingsley, ', 'Liam McIntyre, ', 'Cung Le']","19,286",Italy,s712,Peter Chelsom,Movie
The Invisible Guest,(2016),TV-MA,106 min,"Crime, Drama, Mystery",8.0,A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.,"['Oriol Paulo', '| ', '    Stars:', 'Mario Casas, ', 'Ana Wagener, ', 'Jose Coronado, ', 'Bárbara Lennie']","174,610",Spain,s5403,Paulo Oriol,Movie
The Kissing Booth,(2018),TV-14,105 min,"Comedy, Romance",5.9,A high school student is forced to confront her secret crush at a kissing booth.,"['Vince Marcello', '| ', '    Stars:', 'Joey King, ', 'Jacob Elordi, ', 'Joel Courtney, ', 'Megan du Plessis']","83,980","United Kingdom, United States",s4869,Vince Marcello,Movie
1922,(2017),TV-MA,102 min,"Crime, Drama, Horror",6.2,"A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to assist. But their actions have unintended consequences.","['Zak Hilditch', '| ', '    Stars:', 'Thomas Jane, ', 'Molly Parker, ', 'Dylan Schmid, ', 'Kaitlyn Bernard']","63,582",United States,s5208,Zak Hilditch,Movie
Kingdom,(2014–2017),TV-MA,43 min,"Drama, Sport",8.5,A retired MMA fighter turned trainer juggles keeping his mixed martial arts gym running and keeping his family united.,"['Frank Grillo, ', 'Kiele Sanchez, ', 'Matt Lauria, ', 'Jonathan Tucker']","18,196","South Korea, United States",s2822,Kim Seong-hun,TV Show
Green Room,(2015),R,95 min,"Crime, Drama, Horror",7.0,A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.,"['Jeremy Saulnier', '| ', '    Stars:', 'Anton Yelchin, ', 'Imogen Poots, ', 'Alia Shawkat, ', 'Patrick Stewart']","123,286",United States,s6897,Jeremy Saulnier,Movie
The Founder,(2016),PG-13,115 min,"Biography, Drama",7.2,"The story of Ray Kroc, a salesman who turned two brothers' innovative fast food eatery, McDonald's, into the biggest restaurant business in the world, with a combination of ambition, persistence, and ruthlessness.","['John Lee Hancock', '| ', '    Stars:', 'Michael Keaton, ', 'Nick Offerman, ', 'John Carroll Lynch, ', 'Linda Cardellini']","150,116","United States, Greece",s8313,John Lee Hancock,Movie
Murder Mystery,(2019),PG-13,97 min,"Action, Comedy, Crime",6.0,"A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage, but end up getting framed and on the run for the death of an elderly billionaire.","['Kyle Newacheck', '| ', '    Stars:', 'Adam Sandler, ', 'Jennifer Aniston, ', 'Luke Evans, ', 'Terence Stamp']","127,206",United States,s3754,Kyle Newacheck,Movie
Manhunt,(II) (2017– ),TV-14,60 min,"Biography, Crime, Drama",8.1,"An in-depth look at how an FBI profiler helped track down the terrorist Ted Kaczynski, the Unabomber.","['Gethin Anthony, ', 'Arliss Howard, ', 'Kelly Jenrette, ', 'Cameron Britton']","59,078","China, Hong Kong",s4882,John Woo,Movie
