title,year,certificate,duration,genre,rating,description,stars,votes,country,show_id,type
The Life Ahead,(2020),PG-13,94 min,Drama,6.8,"In seaside Italy, a Holocaust survivor with a daycare business takes in a 12-year-old street kid who recently robbed her.","['Edoardo Ponti', '| ', '    Stars:', 'Sophia Loren, ', 'Ibrahima Gueye, ', 'Renato Carpentieri, ', 'Iosif Diego Pirvu']","14,298",Italy,s1706,Movie
Jingle Jangle: A Christmas Journey,(2020),PG,122 min,"Family, Fantasy, Musical",6.4,"An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.","['David E. Talbert', '| ', '    Stars:', 'Forest Whitaker, ', 'Keegan-Michael Key, ', 'Hugh Bonneville, ', 'Anika Noni Rose']","18,518",United States,s1704,Movie
Dry Martina,(2018),TV-MA,95 min,"Comedy, Drama",5.8,"Martina was a famous singer in Argentina during the late 90s, who's become completely frigid and disenchanted with love. The arrival of a so-called sister, alongside her attractive boyfriend, compel Martina to go to Chile with one objective in mind: getting back her libido.","['Che Sandoval', '| ', '    Stars:', 'Antonella Costa, ', 'Patricio Contreras, ', 'Geraldine Neary, ', 'Pedro Campos']","1,017","Chile, Argentina",s3833,Movie
Sentinelle,(2021),TV-MA,80 min,"Action, Crime, Drama",4.7,"Transferred home after a traumatizing combat mission, a trained French soldier uses her lethal skills to hunt down the man who hurt her sister.","['Julien Leclercq', '| ', '    Stars:', 'Olga Kurylenko, ', 'Marilyn Lima, ', 'Michel Nabokoff, ', 'Martin Swabey']","7,926",France,s1237,Movie
Lady Driver,(2020),PG,104 min,Sport,5.7,"When a rebellious teen embarks on a solo summer journey to connect with her roots, she finds herself in a new world, geared up for the ride of her life, and discovers she had the drive in her all along.","['Shaun Paul Piccinino', '| ', '    Stars:', 'Grace Van Dien, ', 'Sean Patrick Flanery, ', 'Christina Moore, ', 'Casper Van Dien']","1,597",United States,s2571,Movie
The Innocents,(2018),TV-MA,60 min,"Drama, Horror, Mystery",6.2,"When teenagers, Harry and June, run away from their repressive families to be together, they're derailed by an extraordinary discovery--June's ability to shape-shift. A scientist tries to capture her and discover the key to her power.","['Sorcha Groundsell, ', 'Percelle Ascott, ', 'Guy Pearce, ', 'Jóhannes Haukur Jóhannesson']","5,884",United Kingdom,s4690,TV Show
Roped,(2020),PG,91 min,"Comedy, Drama, Family",5.4,A progressive town erupts when a traveling rodeo lands within its city limits and the councilman's daughter falls in love with the cowboy.,"['Shaun Paul Piccinino', '| ', '    Stars:', 'Josh Swickard, ', 'Casper Van Dien, ', 'Lauren Swickard, ', 'Christina Moore']","1,489",United States,s2573,Movie
3Below: Tales of Arcadia,(2018–2019),TV-Y7-FV,24 min,"Animation, Action, Adventure",7.7,A pair of teenage royals and their bodyguard escape from their home planet and try to blend in on Earth.,"['Tatiana Maslany, ', 'Diego Luna, ', 'Nick Offerman, ', 'Frank Welker']","6,264",United States,s3668,TV Show
Richie Rich,(2015),TV-G,22 min,Comedy,3.1,"Richie Rich is just a normal kid, except he has a trillion dollars. Following his overnight success, he moves his father and his sister into his newly built mansion. He also shares his success with his two best friends, Darcy and Murray.","['Jake Brennan, ', 'Lauren Taylor, ', 'Joshua Carlon, ', 'Jenna Ortega']","1,101",United States,s531,TV Show
Nothing to Hide,(2018),TV-MA,90 min,"Comedy, Drama",6.8,"3.5 couples meet for dinner party. The men have known each other for decades. During dinner they play a game of sharing texts, calls, e-mails etc. by placing all 7 cell phones on the table. Unexpected results as all have secrets.","['Fred Cavayé', '| ', '    Stars:', 'Bérénice Bejo, ', 'Suzanne Clément, ', 'Stéphane De Groodt, ', 'Vincent Elbaz']","15,405","France, Belgium",s4384,Movie
Tell Me Who I Am,(2019),TV-MA,86 min,"Documentary, Drama, Mystery",7.6,"After losing his memory in an accident, Alex Lewis trusts his twin brother, Marcus, to tell him about his past only to discover that he's hiding a dark secret about their childhood.","['Ed Perkins', '| ', '    Stars:', 'Andrew Caley, ', 'Alex Lewis, ', 'Marcus Lewis, ', 'Evan Milton']","14,794",United Kingdom,s3409,Movie
Next Gen,(I) (2018),TV-PG,106 min,"Animation, Action, Adventure",6.6,"A friendship with a top-secret robot turns a lonely girl's life into a thrilling adventure as they take on bullies, evil bots and a scheming madman.","['Kevin R. Adams, ', 'Joe Ksander, ', 'Ricardo Curtis', '| ', '    Stars:', 'John Krasinski, ', 'Charlyne Yi, ', 'Jason Sudeikis, ', 'Michael Peña']","17,664","China, Canada, United States",s4657,Movie
The Angel,(2018),TV-MA,114 min,"Action, Biography, Drama",6.6,"As his country prepares for war, top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage.","['Ariel Vromen', '| ', '    Stars:', 'Toby Kebbell, ', 'Marwan Kenzari, ', 'Hannah Ware, ', 'Waleed Zuaiter']","14,291","Israel, United States",s4642,Movie
The Stranger,(1946),Passed,95 min,"Crime, Drama, Film-Noir",7.3,An investigator from the War Crimes Commission travels to Connecticut to find an infamous Nazi.,"['Orson Welles', '| ', '    Stars:', 'Orson Welles, ', 'Edward G. Robinson, ', 'Loretta Young, ', 'Philip Merivale']","26,705",United States,s608,Movie
Frequency,(2016–2017),TV-MA,42 min,"Drama, Fantasy, Mystery",7.4,"A police detective in 2016 discovers that she is able to communicate with her father via a ham radio, despite the fact that he died in 1996.","['Peyton List, ', 'Riley Smith, ', 'Devin Kelley, ', 'Mekhi Phifer']","13,862",United States,s5287,TV Show
Happy as Lazzaro,(2018),PG-13,128 min,"Drama, Fantasy, Mystery",7.5,An unceasingly kind Italian peasant and his family are blatantly exploited by a tobacco baroness.,"['Alice Rohrwacher', '| ', '    Stars:', 'Adriano Tardiolo, ', 'Agnese Graziani, ', 'Alba Rohrwacher, ', 'Luca Chikovani']","18,327","Italy, Switzerland, France, Germany",s4356,Movie
Blown Away,(2019– ),TV-PG,23 min,Reality-TV,7.1,A reality show featuring glass blowers from around the world competing to be the best. One artist is dismissed after each episode/challenge.,"['Nick Uhas, ', 'Katherine Gray, ', 'Deborah Czeresko, ', 'Elliot Walker']","3,350",Canada,s1384,TV Show
American Factory,(2019),TV-14,110 min,Documentary,7.4,"In post-industrial Ohio, a Chinese billionaire opens a factory in an abandoned General Motors plant, hiring two thousand Americans. Early days of hope and optimism give way to setbacks as high-tech China clashes with working-class America.","['Steven Bognar, ', 'Julia Reichert', '| ', '    Stars:', ""Junming 'Jimmy' Wang, "", 'Robert Allen, ', 'Sherrod Brown, ', 'Dave Burrows']","21,972",United States,s3568,Movie
Your Name Engraved Herein,(2020),Not Rated,118 min,"Drama, Romance",7.2,"In 1987, as martial law ends in Taiwan, Jia-han and Birdy fall in love amid family pressure, homophobia and social stigma.","['Kuang-Hui Liu', '| ', '    Stars:', 'Edward Chen, ', 'Jing-Hua Tseng, ', 'Leon Dai, ', 'Shih-Sian Wang']","6,194",Taiwan,s1501,Movie
A Babysitter's Guide to Monster Hunting,(2020),TV-PG,98 min,"Comedy, Family, Fantasy",5.4,A babysitter embarks on a mission to save a child who's been abducted by monsters.,"['Rachel Talalay', '| ', '    Stars:', 'Tamara Smart, ', 'Oona Laurence, ', 'Tom Felton, ', 'Troy Leigh-Anne Johnson']","4,238",United States,s1845,Movie
The Bling Ring,(2022),TV-MA,65 min,"Documentary, Crime, History",5.6,"Based on the ""Bling Ring"" robberies that took place in LA rich suburbs between 2008-2009. Three-part documentary with access to the gang that perpetuated the heist.","['Cabot Rea, ', 'Tim Cullingworth-Hudson, ', 'Audrina Patridge, ', 'Perez Hilton']",226,"United States, United Kingdom, France, Germany, Japan",s3009,Movie
Yeh Meri Family,(2018),TV-14,30 min,"Comedy, Drama, Family",9.1,Set in the summer of 1998 it is a story about conflicting emotions towards family members from the eyes of a twelve year old.,"['Vishesh Bansal, ', 'Mona Singh, ', 'Akarsh Khurana, ', 'Ahan Nirban']","23,865",India,s8776,TV Show
Blue Jay,(I) (2016),Unrated,80 min,"Drama, Romance",7.2,"Meeting by chance when they return to their tiny California hometown, two former high-school sweethearts reflect on their shared past.","['Alex Lehmann', '| ', '    Stars:', 'Mark Duplass, ', 'Sarah Paulson, ', 'Clu Gulager, ', 'James Andrews']","17,735",United States,s5688,Movie
Acts of Violence,(2018),R,86 min,"Action, Crime, Thriller",5.3,"At a bachelorette party in a nightclub, the bride tells 2 guys offering blow to go away. They abduct her. The groom's 2 big brothers looked after their kid brother as kids and do so now again as veterans, ""looking"" for her and the 2 guys.","['Brett Donowho', '| ', '    Stars:', 'Bruce Willis, ', 'Cole Hauser, ', 'Shawn Ashmore, ', 'Ashton Holmes']","12,447",Canada,s6089,Movie
A 2nd Chance,(2011),PG,90 min,"Adventure, Drama, Family",4.7,A young girl and her coach overcome adversity to make their way into the National Australian Gymnastics Squad.,"['Clay Glen', '| ', '    Stars:', 'Nina Pearce, ', 'Adam Tuominen, ', 'Emily Morris, ', 'Amy Handley']","1,051",Australia,s5390,Movie
Mirai,(2018),PG,98 min,"Animation, Adventure, Drama",7.0,"A young boy encounters a magical garden which enables him to travel through time and meet his relatives from different eras, with guidance by his younger sister from the future.","['Mamoru Hosoda', '| ', '    Stars:', 'Rebecca Hall, ', 'Daniel Dae Kim, ', 'John Cho, ', 'Crispin Freeman']","15,916","Japan, United States",s2452,Movie
The Ruthless,(2019),TV-MA,111 min,"Crime, Drama",6.2,A rebellious teenager grows up to become one of Milan's most ambitious criminals during the golden years of the 'ndrangheta' Mafia in the 1980s.,"['Renato De Maria', '| ', '    Stars:', 'Riccardo Scamarcio, ', 'Sara Serraiocco, ', 'Alessio Praticò, ', 'Alessandro Tedeschi']","6,331","Italy, France",s3905,Movie
ARQ,(2016),TV-MA,88 min,"Action, Sci-Fi, Thriller",6.3,"Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity.","['Tony Elliott', '| ', '    Stars:', 'Robbie Amell, ', 'Rachael Taylor, ', 'Shaun Benson, ', 'Gray Powell']","39,434","Canada, United States",s5793,Movie
My First First Love,(2019),TV-14,50 min,Drama,7.5,The story of college students and their realization of first love as they meet new friends.,"['Kang Tae-oh, ', 'Ji Soo, ', 'Chae-Yeon Jung, ', 'Jung Jinyoung']","2,333",South Korea,s3641,TV Show
Tune in for Love,(2019),TV-MA,122 min,"Drama, Romance",7.1,"In 1994 during the IMF crisis, two people meet while exchanging stories on a radio program. They fall in love, but can't quite seem to get the timing right.","['Ji-woo Jung', '| ', '    Stars:', 'Kim Go-eun, ', 'Jung Hae-In, ', 'Park Hae-joon, ', 'Kim Guk-Hee']","4,315",South Korea,s3309,Movie
Raat Akeli Hai,(2020),TV-MA,149 min,"Crime, Drama, Mystery",7.2,The film follows a small town cop who is summoned to investigate the death of a politician which gets complicated by the victim's secretive family and his own conflicted heart.,"['Honey Trehan', '| ', '    Stars:', 'Ashish Chhipa, ', 'Nawazuddin Siddiqui, ', 'Radhika Apte, ', 'Aditya Srivastav']","18,239",India,s2187,Movie
Vampires vs. the Bronx,(2020),PG-13,85 min,"Comedy, Horror",5.7,A group of young friends from the Bronx fight to save their neighborhood from gentrification...and vampires.,"['Oz Rodriguez', '| ', '    Stars:', 'Jaden Michael, ', 'Gerald Jones III, ', 'Gregory Diaz IV, ', 'Sarah Gadon']","10,046",United States,s1901,Movie
Sonic X,(2003–2006),TV-Y7,30 min,"Animation, Action, Adventure",6.2,"A slight malfunction causes Chaos Control, and sends Sonic the Hedgehog to Earth. While there, Sonic meets Chris Thorndyke, who aids at collecting the Chaos Emeralds, so Sonic and friends can go home.","['Gabriella Lewis, ', ""Jun'ichi Kanemaru, "", 'Sanae Kobayashi, ', 'Jason Griffith']","4,772",Japan,s1052,TV Show
The Duchess,(2020),TV-MA,30 min,"Comedy, Drama",6.7,A single mom tries to raise her daughter in London while wondering if she should have another kid.,"['Katherine Ryan, ', 'Rory Keenan, ', 'Katy Byrne, ', 'Steen Raskopoulos']","5,473",United Kingdom,s2014,TV Show
A California Christmas,(2020),PG-13,106 min,"Comedy, Drama, Romance",5.8,"With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family's land before Christmas.","['Shaun Paul Piccinino', '| ', '    Stars:', 'Lauren Swickard, ', 'Josh Swickard, ', 'Ali Afshar, ', 'David Del Rio']","9,930",United States,s1551,Movie
Signs,(2018– ),TV-MA,2 Seasons,"Crime, Thriller",6.4,"When a young woman's murder shows similarities to a decade-old case, a new police commander must break the silence permeating Owl Mountain town.","['Andrzej Konopka, ', 'Helena Sujecka, ', 'Jen Fiskum, ', 'Magdalena Zak']","1,752",Poland,s1994,TV Show
Dolly Parton's Heartstrings,(2019),TV-14,62 min,"Comedy, Drama, Music",7.5,8 of singer/songwriter Dolly Parton's most famous songs are brought to life in 8 different episodes.,"['Dolly Parton, ', 'Sarah Shahi, ', 'Julianne Hough, ', 'Melissa Leo']","2,213",United States,s3239,TV Show
Ghost in the Shell SAC_2045,(2020– ),TV-MA,25 min,"Animation, Action, Crime",6.3,"Hired as a mercenary unit, the former members of Japan's elite Section 9 are faced with the sudden appearance of ""Post-Human,"" a being with tremendous intelligence and physical capabilities.","['Richard Epcar, ', 'Mary Elizabeth McGlynn, ', 'Melissa Fahn, ', 'Dave Wittenberg']","2,503","Japan, United States",s2646,TV Show
Mascots,(2016),TV-MA,89 min,Comedy,5.8,A look into the world of competitive mascots.,"['Christopher Guest', '| ', '    Stars:', 'Zach Woods, ', 'Wayne Wilderson, ', 'Sarah Baker, ', 'Michael Hitchcock']","7,499",United States,s5756,Movie
My Country: The New Age,(2019),TV-14,80 min,"Action, Drama, History",8.2,"Set during the end of the Goryeo period to the early Joseon period. Two friends aim their swords against one another due to differences in opinion about ""my country.""","['Yang Se-Jong, ', 'Woo Do-Hwan, ', 'Jang Hyuk, ', 'Seol-Hyun Kim']","1,961",South Korea,s3446,TV Show
The Hater,(2020),TV-MA,135 min,"Drama, Thriller",7.1,A young man searches for purpose in a net of hatred and violence that he tries to control.,"['Jan Komasa', '| ', '    Stars:', 'Maciej Musialowski, ', 'Vanessa Aleksander, ', 'Danuta Stenka, ', 'Jacek Koman']","15,306",Poland,s2199,Movie
Voyeur,(II) (2017),TV-MA,95 min,"Documentary, Crime",6.1,"Journalism icon Gay Talese reports on Gerald Foos, the owner of a Colorado motel, who allegedly secretly watched his guests with the aid of specially designed ceiling vents, peering down from an ""observation platform"" he built in the motel's attic.","['Myles Kane, ', 'Josh Koury', '| ', '    Stars:', 'Gay Talese, ', 'Gerald Foos, ', 'Nan Talese, ', 'Susan Morrison']","6,266",United States,s5149,Movie
Requiem,(2018),TV-MA,60 min,"Drama, Fantasy, Mystery",6.4,"When her mother commits suicide, a cellist's life is turned upside down by mysterious questions raised about her past.","['Lydia Wilson, ', 'James Frecheville, ', 'Sian Reese-Williams, ', 'Brendan Coyle']","6,717",United Kingdom,s4974,TV Show
Hot Girls Wanted: Turned On,(2017),TV-MA,280 min,Documentary,6.6,"Personal stories reveal how the intersection of sex, technology and intimate relationships is rewiring us in fundamental ways.","['James Rhine, ', 'Lauren Phillips, ', 'Akira Lane, ', 'Riley Reynolds']","2,240",United States,s5522,TV Show
Trailer Park Boys: The Animated Series,(2019–2020),TV-MA,25 min,"Animation, Comedy",7.5,"Nova Scotia's favorite miscreants have always been super sketchy. Now, carrying on from the Season 12 finale, the boys have become complete cartoons.","['John Paul Tremblay, ', 'Robb Wells, ', 'Mike Smith, ', 'Patrick Roach']","3,061",Canada,s2481,TV Show
Mind Game,(I) (2004),TV-14,103 min,"Animation, Adventure, Comedy",7.7,"After a deadly encounter with two yakuza, a loser with a crush on his childhood girlfriend goes to heaven and back, embarking on a psychedelic self-discovery experience with her and his friends.","['Masaaki Yuasa, ', 'Kôji Morimoto', '| ', '    Stars:', 'Kôji Imada, ', 'Sayaka Maeda, ', 'Takashi Fujii, ', 'Seiko Takuma']","9,635",Singapore,s5458,TV Show
Zero Chill,(2021),TV-G,35 min,"Comedy, Drama, Family",5.7,"Talented teen figure skater Kayla is forced to leave everything behind when her family follows her twin brother, Mac, to a prestigious hockey academy.","['Grace Beedie, ', 'Dakota Taylor, ', 'Jeremias Amoore, ', 'Anastázie Chocholatá']","1,457",United Kingdom,s1207,TV Show
The InBESTigators,(2019– ),TV-Y,2 Seasons,"Comedy, Crime, Family",8.2,"When Maudie, a ten-year-old puzzle prodigy, forms a detective agency with her classmates Ezra, Ava and Kyle, no crime is left unsolved.","['Abby Bergman, ', 'Anna Cooke, ', 'Aston Droomer, ', 'Jamil Smyth-Secka']",865,Australia,s3040,TV Show
Rosario Tijeras,(2016–2019),TV-MA,43 min,"Action, Crime, Drama",6.1,"The series tells the story of a warrior from one of the poorest and most dangerous neighborhoods in Mexico City, whose beauty and nobility contrast with the gray and desolate environment in...                See full summary »","['Bárbara de Regil, ', 'Sebastian Martínez, ', 'Harold Azuara, ', 'José María de Tavira']",355,Mexico,s3808,TV Show
The Mire,(2018– ),TV-MA,50 min,"Crime, Drama, Thriller",7.0,"In an early-'80s Polish town, a prostitute and a youth leader are found killed, but the police's handling of the case makes two journalists suspicious.","['Dawid Ogrodnik, ', 'Zofia Wichlacz, ', 'Andrzej Seweryn, ', 'Agnieszka Zulewska']","4,460",Poland,s504,TV Show
A Very Secret Service,(2015–2018),TV-MA,26 min,Comedy,7.7,"1960: the French intelligence service hires the 23-year-old André Merlaux. Handsome, well raised, intelligent but impressionable, Merlaux has much to learn to serve and defend the interests...                See full summary »","['Hugo Becker, ', 'Wilfred Benaïche, ', 'Christophe Kourotchkine, ', 'Karim Barras']","3,655",France,s4744,TV Show
Ugly,(2013),Not Rated,128 min,"Crime, Drama, Mystery",8.0,The case of a missing girl takes us through a journey of human greed and brushes upon the egos and repressed emotions of the characters.,"['Anurag Kashyap', '| ', '    Stars:', 'Rahul Bhat, ', 'Ronit Roy, ', 'Tejaswini Kolhapure, ', 'Vineet Kumar Singh']","22,068",India,s8653,Movie
Put Your Head on My Shoulder,(2019),TV-14,45 min,"Comedy, Romance",8.1,"Si Tu Mo's graduation is close and she's unsure of her future plans, she then meets genius Physics student Gu Wei Yi and the two accidentally end up living together.","['Xing Fei, ', 'Lin Yi, ', 'Abby Latip, ', 'Tara Clance']","2,289",China,s3292,TV Show
